No,Time,Signal,Current
1068,42.76,8221,29.56
1069,42.80,8220,29.58
1070,42.84,8215,29.57
1071,42.88,8213,29.56
1072,42.92,8218,29.55
1073,42.96,8231,29.57
1074,43.00,8239,29.55
1075,43.04,8239,29.56
1076,43.08,8246,29.56
1077,43.12,8259,29.56
1078,43.16,8263,29.55
1079,43.20,8253,29.55
1080,43.24,8239,29.56
1081,43.28,8230,29.55
1082,43.32,8226,29.55
1083,43.36,8232,29.54
1084,43.40,8241,29.54
1085,43.44,8240,29.54
1086,43.48,8236,29.55
1087,43.52,8234,29.54
1088,43.56,8230,29.53
1089,43.60,8219,29.54
1090,43.64,8208,29.53
1091,43.68,8205,29.55
1092,43.72,8208,29.52
1093,43.76,8211,29.54
1094,43.80,8211,29.52
1095,43.84,8209,29.54
1096,43.88,8205,29.52
1097,43.92,8205,29.54
1098,43.96,8208,29.53
1099,44.00,8206,29.54
1100,44.04,8200,29.52
1101,44.08,8200,29.54
1102,44.12,8209,29.51
1103,44.16,8216,29.54
1104,44.20,8212,29.52
1105,44.24,8208,29.54
1106,44.28,8211,29.52
1107,44.32,8215,29.51
1108,44.36,8216,29.54
1109,44.40,8211,29.50
1110,44.44,8204,29.54
1111,44.48,8204,29.50
1112,44.52,8200,29.52
1113,44.56,8198,29.50
1114,44.60,8199,29.52
1115,44.64,8197,29.50
1116,44.68,8196,29.53
1117,44.72,8192,29.50
1118,44.76,8188,29.52
1119,44.80,8184,29.50
1120,44.84,8188,29.52
1121,44.88,8192,29.50
1122,44.92,8195,29.50
1123,44.96,8196,29.50
1124,45.00,8192,29.50
1125,45.04,8189,29.48
1126,45.08,8187,29.49
1127,45.12,8187,29.48
1128,45.16,8184,29.50
1129,45.20,8187,29.48
1130,45.24,8191,29.50
1131,45.28,8191,29.48
1132,45.32,8190,29.49
1133,45.36,8188,29.48
1134,45.40,8185,29.48
1135,45.44,8180,29.49
1136,45.48,8181,29.48
1137,45.52,8185,29.49
1138,45.56,8190,29.49
1139,45.60,8187,29.48
1140,45.64,8175,29.48
1141,45.68,8167,29.48
1142,45.72,8165,29.49
1143,45.76,8171,29.48
1144,45.80,8176,29.48
1145,45.84,8185,29.48
1146,45.88,8198,29.48
1147,45.92,8212,29.48
1148,45.96,8223,29.48
1149,46.00,8234,29.48
1150,46.04,8258,29.48
1151,46.08,8284,29.48
1152,46.12,8303,29.48
1153,46.16,8320,29.48
1154,46.20,8338,29.48
1155,46.24,8358,29.48
1156,46.28,8382,29.48
1157,46.32,8406,29.48
1158,46.36,8426,29.48
1159,46.40,8432,29.48
1160,46.44,8443,29.48
1161,46.48,8455,29.48
1162,46.52,8463,29.48
1163,46.56,8462,29.48
1164,46.60,8460,29.48
1165,46.64,8457,29.48
1166,46.68,8447,29.48
1167,46.72,8436,29.48
1168,46.76,8426,29.48
1169,46.80,8415,29.48
1170,46.84,8403,29.48
1171,46.88,8390,29.48
1172,46.92,8374,29.48
1173,46.96,8363,29.48
1174,47.00,8353,29.48
1175,47.04,8338,29.48
1176,47.08,8324,29.48
1177,47.12,8320,29.48
1178,47.16,8318,29.48
1179,47.20,8314,29.48
1180,47.24,8312,29.48
1181,47.28,8313,29.48
1182,47.32,8312,29.48
1183,47.36,8310,29.48
1184,47.40,8303,29.48
1185,47.44,8295,29.48
1186,47.48,8285,29.48
1187,47.52,8275,29.48
1188,47.56,8262,29.48
1189,47.60,8253,29.48
1190,47.64,8248,29.48
1191,47.68,8237,29.48
1192,47.72,8223,29.48
1193,47.76,8215,29.48
1194,47.80,8208,29.48
1195,47.84,8203,29.48
1196,47.88,8202,29.48
1197,47.92,8196,29.48
1198,47.96,8192,29.48
1199,48.00,8191,29.48
1200,48.04,8189,29.48
1201,48.08,8192,29.48
1202,48.12,8193,29.48
1203,48.16,8198,29.48
1204,48.20,8199,29.48
1205,48.24,8195,29.48
1206,48.28,8191,29.48
1207,48.32,8193,29.48
1208,48.36,8196,29.48
1209,48.40,8196,29.48
1210,48.44,8191,29.47
1211,48.48,8191,29.48
1212,48.52,8195,29.48
1213,48.56,8202,29.47
1214,48.60,8204,29.47
1215,48.64,8204,29.47
1216,48.68,8210,29.46
1217,48.72,8216,29.48
1218,48.76,8215,29.46
1219,48.80,8209,29.47
1220,48.84,8208,29.47
1221,48.88,8212,29.45
1222,48.92,8215,29.46
1223,48.96,8220,29.45
1224,49.00,8223,29.45
1225,49.04,8218,29.44
1226,49.08,8224,29.44
1227,49.12,8229,29.43
1228,49.16,8230,29.43
1229,49.20,8231,29.42
1230,49.24,8231,29.43
1231,49.28,8231,29.41
1232,49.32,8233,29.43
1233,49.36,8242,29.41
1234,49.40,8246,29.39
1235,49.44,8244,29.40
1236,49.48,8240,29.39
1237,49.52,8245,29.38
1238,49.56,8251,29.39
1239,49.60,8257,29.38
1240,49.64,8268,29.38
1241,49.68,8269,29.37
1242,49.72,8266,29.39
1243,49.76,8267,29.38
1244,49.80,8272,29.39
1245,49.84,8279,29.37
1246,49.88,8288,29.36
1247,49.92,8297,29.35
1248,49.96,8299,29.36
1249,50.00,8295,29.35
1250,50.04,8296,29.36
1251,50.08,8303,29.34
1252,50.12,8308,29.37
1253,50.16,8308,29.34
1254,50.20,8310,29.36
1255,50.24,8306,29.34
1256,50.28,8301,29.35
1257,50.32,8296,29.34
1258,50.36,8292,29.33
1259,50.40,8282,29.34
1260,50.44,8270,29.33
1261,50.48,8254,29.33
1262,50.52,8243,29.33
1263,50.56,8232,29.33
1264,50.60,8220,29.33
1265,50.64,8211,29.32
1266,50.68,8200,29.33
1267,50.72,8184,29.33
1268,50.76,8175,29.32
1269,50.80,8175,29.32
1270,50.84,8173,29.33
1271,50.88,8171,29.32
1272,50.92,8176,29.32
1273,50.96,8181,29.32
1274,51.00,8176,29.32
1275,51.04,8170,29.32
1276,51.08,8167,29.32
1277,51.12,8167,29.32
1278,51.16,8167,29.32
1279,51.20,8160,29.32
1280,51.24,8149,29.32
1281,51.28,8136,29.32
1282,51.32,8123,29.32
1283,51.36,8115,29.32
1284,51.40,8107,29.32
1285,51.44,8103,29.32
1286,51.48,8102,29.32
1287,51.52,8107,29.32
1288,51.56,8104,29.32
1289,51.60,8101,29.32
1290,51.64,8103,29.32
1291,51.68,8101,29.32
1292,51.72,8100,29.32
1293,51.76,8100,29.32
1294,51.80,8102,29.32
1295,51.84,8105,29.32
1296,51.88,8106,29.32
1297,51.92,8107,29.32
1298,51.96,8111,29.32
1299,52.00,8109,29.32
1300,52.04,8109,29.32
1301,52.08,8112,29.32
1302,52.12,8113,29.32
1303,52.16,8110,29.32
1304,52.20,8105,29.32
1305,52.24,8103,29.31
1306,52.28,8103,29.30
1307,52.32,8099,29.30
1308,52.36,8096,29.28
1309,52.40,8098,29.31
1310,52.44,8096,29.27
1311,52.48,8090,29.28
1312,52.52,8083,29.27
1313,52.56,8077,29.28
1314,52.60,8075,29.25
1315,52.64,8076,29.28
1316,52.68,8074,29.24
1317,52.72,8070,29.27
1318,52.76,8064,29.23
1319,52.80,8063,29.28
1320,52.84,8072,29.23
1321,52.88,8088,29.25
1322,52.92,8089,29.23
1323,52.96,8083,29.25
1324,53.00,8080,29.23
1325,53.04,8086,29.23
1326,53.08,8093,29.22
1327,53.12,8098,29.25
1328,53.16,8094,29.22
1329,53.20,8096,29.20
1330,53.24,8100,29.22
1331,53.28,8103,29.21
1332,53.32,8109,29.20
1333,53.36,8120,29.21
1334,53.40,8125,29.19
1335,53.44,8126,29.19
1336,53.48,8126,29.19
1337,53.52,8127,29.19
1338,53.56,8128,29.18
1339,53.60,8133,29.17
1340,53.64,8140,29.17
1341,53.68,8147,29.17
1342,53.72,8155,29.17
1343,53.76,8164,29.17
1344,53.80,8169,29.17
1345,53.84,8170,29.16
1346,53.88,8169,29.17
1347,53.92,8166,29.16
1348,53.96,8163,29.16
1349,54.00,8163,29.16
1350,54.04,8171,29.16
1351,54.08,8176,29.16
1352,54.12,8176,29.16
1353,54.16,8172,29.16
1354,54.20,8172,29.16
1355,54.24,8174,29.16
1356,54.28,8172,29.16
1357,54.32,8167,29.16
1358,54.36,8167,29.16
1359,54.40,8164,29.16
1360,54.44,8163,29.16
1361,54.48,8164,29.16
1362,54.52,8164,29.16
1363,54.56,8160,29.16
1364,54.60,8154,29.16
1365,54.64,8151,29.16
1366,54.68,8158,29.16
1367,54.72,8165,29.16
1368,54.76,8174,29.16
1369,54.80,8179,29.16
1370,54.84,8169,29.16
1371,54.88,8156,29.16
1372,54.92,8156,29.16
1373,54.96,8167,29.16
1374,55.00,8182,29.16
1375,55.04,8193,29.16
1376,55.08,8197,29.16
1377,55.12,8203,29.16
1378,55.16,8219,29.16
1379,55.20,8235,29.14
1380,55.24,8242,29.14
1381,55.28,8243,29.14
1382,55.32,8245,29.14
1383,55.36,8254,29.14
1384,55.40,8257,29.13
1385,55.44,8255,29.12
1386,55.48,8253,29.12
1387,55.52,8253,29.12
1388,55.56,8252,29.10
1389,55.60,8243,29.11
1390,55.64,8239,29.10
1391,55.68,8238,29.10
1392,55.72,8234,29.09
1393,55.76,8225,29.10
1394,55.80,8208,29.10
1395,55.84,8196,29.09
1396,55.88,8194,29.08
1397,55.92,8195,29.09
1398,55.96,8190,29.08
1399,56.00,8175,29.07
1400,56.04,8159,29.08
1401,56.08,8144,29.08
1402,56.12,8131,29.08
1403,56.16,8121,29.06
1404,56.20,8119,29.07
1405,56.24,8111,29.05
1406,56.28,8097,29.07
1407,56.32,8088,29.04
1408,56.36,8084,29.05
1409,56.40,8076,29.06
1410,56.44,8068,29.04
1411,56.48,8063,29.06
1412,56.52,8063,29.03
1413,56.56,8064,29.07
1414,56.60,8060,29.03
1415,56.64,8067,29.05
1416,56.68,8075,29.04
1417,56.72,8079,29.06
1418,56.76,8087,29.03
1419,56.80,8093,29.04
1420,56.84,8098,29.03
1421,56.88,8099,29.03
1422,56.92,8095,29.02
1423,56.96,8092,29.04
1424,57.00,8095,29.03
1425,57.04,8101,29.02
1426,57.08,8107,29.02
1427,57.12,8103,29.02
1428,57.16,8105,29.02
1429,57.20,8110,29.02
1430,57.24,8108,29.02
1431,57.28,8103,29.02
1432,57.32,8104,29.01
1433,57.36,8102,29.02
1434,57.40,8102,29.01
1435,57.44,8101,29.02
1436,57.48,8098,29.01
1437,57.52,8095,29.01
1438,57.56,8094,29.01
1439,57.60,8094,29.01
1440,57.64,8100,29.01
1441,57.68,8104,29.01
1442,57.72,8108,29.01
1443,57.76,8118,29.01
1444,57.80,8124,29.01
1445,57.84,8134,29.01
1446,57.88,8149,29.01
1447,57.92,8155,29.01
1448,57.96,8153,29.01
1449,58.00,8152,29.01
1450,58.04,8154,29.01
1451,58.08,8159,29.01
1452,58.12,8171,29.01
1453,58.16,8186,29.01
1454,58.20,8201,29.01
1455,58.24,8212,29.01
1456,58.28,8215,29.01
1457,58.32,8217,29.01
1458,58.36,8220,29.01
1459,58.40,8223,29.01
1460,58.44,8227,29.01
1461,58.48,8227,29.01
1462,58.52,8230,29.01
1463,58.56,8242,28.99
1464,58.60,8252,28.98
1465,58.64,8260,28.98
1466,58.68,8271,28.99
1467,58.72,8287,28.98
1468,58.76,8304,28.98
1469,58.80,8309,28.95
1470,58.84,8310,28.94
1471,58.88,8310,28.94
1472,58.92,8309,28.93
1473,58.96,8311,28.92
1474,59.00,8308,28.92
1475,59.04,8304,28.92
1476,59.08,8300,28.90
1477,59.12,8304,28.92
1478,59.16,8310,28.90
1479,59.20,8309,28.92
1480,59.24,8304,28.89
1481,59.28,8306,28.92
1482,59.32,8313,28.92
1483,59.36,8321,28.88
1484,59.40,8335,28.91
1485,59.44,8351,28.88
1486,59.48,8376,28.90
1487,59.52,8410,28.88
1488,59.56,8450,28.90
1489,59.60,8490,28.87
1490,59.64,8527,28.88
1491,59.68,8566,28.86
1492,59.72,8605,28.86
1493,59.76,8635,28.87
1494,59.80,8649,28.85
1495,59.84,8646,28.85
1496,59.88,8627,28.85
1497,59.92,8602,28.85
1498,59.96,8567,28.85
1499,60.00,8518,28.85
1500,60.04,8457,28.85
1501,60.08,8393,28.85
1502,60.12,8335,28.85
1503,60.16,8294,28.85
1504,60.20,8271,28.85
1505,60.24,8264,28.85
1506,60.28,8264,28.85
1507,60.32,8261,28.85
1508,60.36,8259,28.85
1509,60.40,8250,28.85
1510,60.44,8238,28.85
1511,60.48,8227,28.85
1512,60.52,8224,28.85
1513,60.56,8217,28.85
1514,60.60,8207,28.85
1515,60.64,8196,28.85
1516,60.68,8186,28.84
1517,60.72,8176,28.84
1518,60.76,8170,28.83
1519,60.80,8167,28.83
1520,60.84,8160,28.82
1521,60.88,8150,28.81
1522,60.92,8140,28.82
1523,60.96,8127,28.78
1524,61.00,8115,28.80
1525,61.04,8114,28.78
1526,61.08,8111,28.77
1527,61.12,8105,28.77
1528,61.16,8103,28.75
1529,61.20,8105,28.77
1530,61.24,8115,28.77
1531,61.28,8123,28.76
1532,61.32,8128,28.76
1533,61.36,8135,28.73
1534,61.40,8144,28.75
1535,61.44,8148,28.73
1536,61.48,8152,28.73
1537,61.52,8165,28.72
1538,61.56,8183,28.73
1539,61.60,8197,28.71
1540,61.64,8207,28.71
1541,61.68,8220,28.71
1542,61.72,8246,28.71
1543,61.76,8266,28.70
1544,61.80,8280,28.70
1545,61.84,8294,28.70
1546,61.88,8311,28.70
1547,61.92,8335,28.70
1548,61.96,8359,28.70
1549,62.00,8375,28.70
1550,62.04,8383,28.70
1551,62.08,8391,28.70
1552,62.12,8410,28.70
1553,62.16,8423,28.70
1554,62.20,8421,28.70
1555,62.24,8415,28.70
1556,62.28,8415,28.70
1557,62.32,8426,28.70
1558,62.36,8460,28.70
1559,62.40,8511,28.70
1560,62.44,8559,28.70
1561,62.48,8606,28.69
1562,62.52,8656,28.68
1563,62.56,8711,28.67
1564,62.60,8775,28.66
1565,62.64,8833,28.65
1566,62.68,8873,28.66
1567,62.72,8899,28.65
1568,62.76,8915,28.64
1569,62.80,8912,28.63
1570,62.84,8893,28.62
1571,62.88,8858,28.61
1572,62.92,8812,28.60
1573,62.96,8747,28.59
1574,63.00,8666,28.58
1575,63.04,8580,28.57
1576,63.08,8496,28.57
1577,63.12,8413,28.56
1578,63.16,8330,28.55
1579,63.20,8275,28.56
1580,63.24,8251,28.55
1581,63.28,8235,28.55
1582,63.32,8229,28.54
1583,63.36,8233,28.54
1584,63.40,8234,28.54
1585,63.44,8227,28.54
1586,63.48,8227,28.54
1587,63.52,8233,28.54
1588,63.56,8233,28.54
1589,63.60,8234,28.54
1590,63.64,8239,28.54
1591,63.68,8244,28.54
1592,63.72,8258,28.54
1593,63.76,8269,28.54
1594,63.80,8272,28.54
1595,63.84,8271,28.54
1596,63.88,8269,28.54
1597,63.92,8270,28.54
1598,63.96,8267,28.54
1599,64.00,8263,28.54
1600,64.04,8256,28.54
1601,64.08,8250,28.54
1602,64.12,8245,28.54
1603,64.16,8237,28.54
1604,64.20,8223,28.54
1605,64.24,8207,28.54
1606,64.28,8191,28.54
1607,64.32,8175,28.52
1608,64.36,8162,28.53
1609,64.40,8148,28.52
1610,64.44,8133,28.51
1611,64.48,8124,28.51
1612,64.52,8121,28.49
1613,64.56,8125,28.48
1614,64.60,8128,28.47
1615,64.64,8136,28.45
1616,64.68,8151,28.44
1617,64.72,8167,28.45
1618,64.76,8191,28.42
1619,64.80,8222,28.44
1620,64.84,8252,28.41
1621,64.88,8289,28.43
1622,64.92,8333,28.40
1623,64.96,8382,28.42
1624,65.00,8415,28.40
1625,65.04,8436,28.40
1626,65.08,8462,28.39
1627,65.12,8480,28.39
1628,65.16,8478,28.39
1629,65.20,8473,28.38
1630,65.24,8465,28.39
1631,65.28,8447,28.38
1632,65.32,8416,28.38
1633,65.36,8376,28.38
1634,65.40,8337,28.38
1635,65.44,8302,28.38
1636,65.48,8269,28.38
1637,65.52,8237,28.38
1638,65.56,8217,28.38
1639,65.60,8199,28.38
1640,65.64,8192,28.38
1641,65.68,8188,28.38
1642,65.72,8180,28.38
1643,65.76,8173,28.38
1644,65.80,8168,28.37
1645,65.84,8160,28.35
1646,65.88,8159,28.35
1647,65.92,8161,28.35
1648,65.96,8160,28.34
1649,66.00,8163,28.32
1650,66.04,8171,28.32
1651,66.08,8180,28.31
1652,66.12,8186,28.30
1653,66.16,8184,28.30
1654,66.20,8180,28.31
1655,66.24,8179,28.29
1656,66.28,8184,28.30
1657,66.32,8184,28.29
1658,66.36,8180,28.28
1659,66.40,8176,28.29
1660,66.44,8175,28.27
1661,66.48,8179,28.29
1662,66.52,8190,28.27
1663,66.56,8204,28.29
1664,66.60,8221,28.27
1665,66.64,8239,28.30
1666,66.68,8248,28.26
1667,66.72,8264,28.28
1668,66.76,8286,28.26
1669,66.80,8314,28.27
1670,66.84,8339,28.25
1671,66.88,8367,28.29
1672,66.92,8396,28.25
1673,66.96,8414,28.27
1674,67.00,8425,28.25
1675,67.04,8423,28.27
1676,67.08,8418,28.25
1677,67.12,8407,28.27
1678,67.16,8389,28.24
1679,67.20,8368,28.25
1680,67.24,8343,28.25
1681,67.28,8323,28.25
1682,67.32,8304,28.25
1683,67.36,8284,28.24
1684,67.40,8258,28.24
1685,67.44,8237,28.24
1686,67.48,8230,28.24
1687,67.52,8238,28.24
1688,67.56,8280,28.24
1689,67.60,8368,28.23
1690,67.64,8483,28.23
1691,67.68,8619,28.23
1692,67.72,8777,28.23
1693,67.76,8948,28.23
1694,67.80,9105,28.23
1695,67.84,9219,28.23
1696,67.88,9281,28.24
1697,67.92,9306,28.23
1698,67.96,9295,28.23
1699,68.00,9254,28.23
1700,68.04,9185,28.23
1701,68.08,9087,28.23
1702,68.12,8971,28.23
1703,68.16,8850,28.23
1704,68.20,8733,28.23
1705,68.24,8626,28.23
1706,68.28,8527,28.23
1707,68.32,8444,28.23
1708,68.36,8376,28.23
1709,68.40,8326,28.23
1710,68.44,8297,28.23
1711,68.48,8278,28.23
1712,68.52,8264,28.23
1713,68.56,8248,28.23
1714,68.60,8236,28.23
1715,68.64,8227,28.23
1716,68.68,8219,28.23
1717,68.72,8211,28.23
1718,68.76,8203,28.23
1719,68.80,8195,28.23
1720,68.84,8190,28.23
1721,68.88,8188,28.23
1722,68.92,8188,28.23
1723,68.96,8185,28.23
1724,69.00,8179,28.23
1725,69.04,8175,28.23
1726,69.08,8175,28.23
1727,69.12,8179,28.23
1728,69.16,8179,28.23
1729,69.20,8183,28.23
1730,69.24,8193,28.23
1731,69.28,8201,28.23
1732,69.32,8201,28.23
1733,69.36,8206,28.23
1734,69.40,8214,28.23
1735,69.44,8217,28.23
1736,69.48,8220,28.23
1737,69.52,8226,28.23
1738,69.56,8230,28.23
1739,69.60,8231,28.23
1740,69.64,8236,28.23
1741,69.68,8240,28.23
1742,69.72,8242,28.23
1743,69.76,8238,28.23
1744,69.80,8231,28.23
1745,69.84,8230,28.23
1746,69.88,8227,28.23
1747,69.92,8228,28.23
1748,69.96,8229,28.23
1749,70.00,8222,28.23
1750,70.04,8217,28.23
1751,70.08,8220,28.23
1752,70.12,8220,28.23
1753,70.16,8215,28.23
1754,70.20,8213,28.23
1755,70.24,8212,28.23
1756,70.28,8203,28.23
1757,70.32,8195,28.23
1758,70.36,8191,28.23
1759,70.40,8191,28.23
1760,70.44,8191,28.23
1761,70.48,8183,28.23
1762,70.52,8172,28.23
1763,70.56,8163,28.23
1764,70.60,8160,28.23
1765,70.64,8168,28.23
1766,70.68,8178,28.23
1767,70.72,8185,28.23
1768,70.76,8192,28.23
1769,70.80,8195,28.23
1770,70.84,8195,28.22
1771,70.88,8199,28.22
1772,70.92,8213,28.22
1773,70.96,8227,28.23
1774,71.00,8239,28.22
1775,71.04,8246,28.22
1776,71.08,8247,28.22
1777,71.12,8248,28.22
1778,71.16,8251,28.22
1779,71.20,8255,28.21
1780,71.24,8251,28.22
1781,71.28,8243,28.21
1782,71.32,8232,28.21
1783,71.36,8219,28.20
1784,71.40,8201,28.19
1785,71.44,8191,28.20
1786,71.48,8186,28.18
1787,71.52,8175,28.19
1788,71.56,8161,28.19
1789,71.60,8148,28.18
1790,71.64,8151,28.18
1791,71.68,8156,28.18
1792,71.72,8157,28.16
1793,71.76,8151,28.17
1794,71.80,8148,28.16
1795,71.84,8150,28.16
1796,71.88,8155,28.16
1797,71.92,8160,28.16
1798,71.96,8169,28.17
1799,72.00,8170,28.17
1800,72.04,8166,28.16
1801,72.08,8168,28.15
1802,72.12,8176,28.15
1803,72.16,8179,28.15
1804,72.20,8182,28.16
1805,72.24,8191,28.15
1806,72.28,8192,28.15
1807,72.32,8193,28.16
1808,72.36,8192,28.15
1809,72.40,8183,28.16
1810,72.44,8171,28.15
1811,72.48,8167,28.16
1812,72.52,8168,28.15
1813,72.56,8167,28.16
1814,72.60,8166,28.17
1815,72.64,8174,28.17
1816,72.68,8178,28.16
1817,72.72,8173,28.17
1818,72.76,8168,28.16
1819,72.80,8169,28.17
1820,72.84,8173,28.16
1821,72.88,8176,28.18
1822,72.92,8181,28.17
1823,72.96,8186,28.18
1824,73.00,8191,28.16
1825,73.04,8193,28.18
1826,73.08,8194,28.16
1827,73.12,8202,28.17
1828,73.16,8210,28.17
1829,73.20,8215,28.18
1830,73.24,8212,28.17
1831,73.28,8207,28.18
1832,73.32,8204,28.19
1833,73.36,8202,28.18
1834,73.40,8204,28.17
1835,73.44,8215,28.17
1836,73.48,8221,28.17
1837,73.52,8224,28.18
1838,73.56,8229,28.19
1839,73.60,8235,28.18
1840,73.64,8244,28.17
1841,73.68,8262,28.18
1842,73.72,8282,28.18
1843,73.76,8296,28.18
1844,73.80,8311,28.18
1845,73.84,8321,28.18
1846,73.88,8327,28.18
1847,73.92,8332,28.19
1848,73.96,8336,28.18
1849,74.00,8340,28.18
1850,74.04,8340,28.18
1851,74.08,8339,28.19
1852,74.12,8339,28.17
1853,74.16,8331,28.19
1854,74.20,8326,28.18
1855,74.24,8324,28.19
1856,74.28,8319,28.17
1857,74.32,8309,28.18
1858,74.36,8301,28.19
1859,74.40,8300,28.19
1860,74.44,8296,28.19
1861,74.48,8291,28.18
1862,74.52,8281,28.19
1863,74.56,8265,28.19
1864,74.60,8245,28.20
1865,74.64,8232,28.18
1866,74.68,8226,28.19
1867,74.72,8227,28.19
1868,74.76,8227,28.20
1869,74.80,8224,28.18
1870,74.84,8223,28.20
1871,74.88,8224,28.19
1872,74.92,8224,28.19
1873,74.96,8221,28.19
1874,75.00,8214,28.19
1875,75.04,8211,28.18
1876,75.08,8205,28.20
1877,75.12,8196,28.19
1878,75.16,8192,28.19
1879,75.20,8184,28.19
1880,75.24,8175,28.19
1881,75.28,8166,28.21
1882,75.32,8156,28.17
1883,75.36,8145,28.19
1884,75.40,8131,28.19
1885,75.44,8126,28.18
1886,75.48,8131,28.18
1887,75.52,8135,28.18
1888,75.56,8137,28.17
1889,75.60,8139,28.20
1890,75.64,8140,28.19
1891,75.68,8149,28.18
1892,75.72,8155,28.17
1893,75.76,8158,28.19
1894,75.80,8167,28.17
1895,75.84,8184,28.18
1896,75.88,8196,28.18
1897,75.92,8197,28.17
1898,75.96,8192,28.17
1899,76.00,8182,28.18
1900,76.04,8172,28.16
1901,76.08,8167,28.19
1902,76.12,8170,28.18
1903,76.16,8176,28.18
1904,76.20,8172,28.17
1905,76.24,8163,28.18
1906,76.28,8161,28.17
1907,76.32,8164,28.16
1908,76.36,8164,28.17
1909,76.40,8156,28.16
1910,76.44,8146,28.17
1911,76.48,8140,28.15
1912,76.52,8143,28.18
1913,76.56,8147,28.18
1914,76.60,8143,28.17
1915,76.64,8138,28.16
1916,76.68,8140,28.17
1917,76.72,8148,28.17
1918,76.76,8157,28.16
1919,76.80,8161,28.16
1920,76.84,8161,28.16
1921,76.88,8163,28.16
1922,76.92,8161,28.17
1923,76.96,8161,28.16
1924,77.00,8162,28.17
1925,77.04,8159,28.16
1926,77.08,8155,28.17
1927,77.12,8158,28.16
1928,77.16,8158,28.16
1929,77.20,8154,28.15
1930,77.24,8145,28.16
1931,77.28,8136,28.15
1932,77.32,8136,28.16
1933,77.36,8135,28.15
1934,77.40,8125,28.15
1935,77.44,8113,28.15
1936,77.48,8104,28.15
1937,77.52,8107,28.15
1938,77.56,8112,28.14
1939,77.60,8112,28.15
1940,77.64,8112,28.15
1941,77.68,8108,28.16
1942,77.72,8107,28.14
1943,77.76,8116,28.15
1944,77.80,8121,28.15
1945,77.84,8120,28.15
1946,77.88,8113,28.15
1947,77.92,8105,28.14
1948,77.96,8105,28.15
1949,78.00,8106,28.14
1950,78.04,8101,28.15
1951,78.08,8096,28.13
1952,78.12,8092,28.12
1953,78.16,8092,28.13
1954,78.20,8098,28.14
1955,78.24,8103,28.15
1956,78.28,8099,28.15
1957,78.32,8101,28.13
1958,78.36,8106,28.13
1959,78.40,8108,28.14
1960,78.44,8113,28.14
1961,78.48,8123,28.14
1962,78.52,8128,28.12
1963,78.56,8134,28.14
1964,78.60,8146,28.13
1965,78.64,8156,28.14
1966,78.68,8162,28.12
1967,78.72,8169,28.14
1968,78.76,8184,28.12
1969,78.80,8192,28.14
1970,78.84,8194,28.12
1971,78.88,8195,28.14
1972,78.92,8196,28.12
1973,78.96,8198,28.14
1974,79.00,8208,28.11
1975,79.04,8217,28.13
1976,79.08,8214,28.13
1977,79.12,8206,28.14
1978,79.16,8202,28.12
1979,79.20,8201,28.13
1980,79.24,8199,28.13
1981,79.28,8200,28.13
1982,79.32,8204,28.13
1983,79.36,8205,28.11
1984,79.40,8201,28.14
1985,79.44,8192,28.11
1986,79.48,8182,28.12
1987,79.52,8178,28.11
1988,79.56,8176,28.13
1989,79.60,8181,28.10
1990,79.64,8180,28.14
1991,79.68,8182,28.10
1992,79.72,8182,28.14
1993,79.76,8180,28.10
1994,79.80,8175,28.13
1995,79.84,8163,28.10
1996,79.88,8155,28.12
1997,79.92,8156,28.11
1998,79.96,8159,28.14
1999,80.00,8150,28.10
2000,80.04,8140,28.13
2001,80.08,8135,28.10
2002,80.12,8141,28.13
2003,80.16,8148,28.10
2004,80.20,8145,28.13
2005,80.24,8134,28.11
2006,80.28,8128,28.13
2007,80.32,8131,28.10
2008,80.36,8129,28.11
2009,80.40,8126,28.13
2010,80.44,8124,28.10
2011,80.48,8121,28.11
2012,80.52,8114,28.10
2013,80.56,8117,28.12
2014,80.60,8125,28.10
2015,80.64,8125,28.11
2016,80.68,8119,28.10
2017,80.72,8119,28.12
2018,80.76,8127,28.09
2019,80.80,8129,28.11
2020,80.84,8128,28.10
2021,80.88,8127,28.11
2022,80.92,8125,28.10
2023,80.96,8125,28.10
2024,81.00,8127,28.10
2025,81.04,8132,28.10
2026,81.08,8135,28.09
2027,81.12,8133,28.11
2028,81.16,8129,28.09
2029,81.20,8126,28.10
2030,81.24,8121,28.09
2031,81.28,8118,28.10
2032,81.32,8121,28.09
2033,81.36,8122,28.09
2034,81.40,8115,28.10
2035,81.44,8107,28.09
2036,81.48,8094,28.10
2037,81.52,8087,28.09
2038,81.56,8084,28.10
2039,81.60,8086,28.09
2040,81.64,8084,28.09
2041,81.68,8078,28.08
2042,81.72,8072,28.10
2043,81.76,8066,28.09
2044,81.80,8059,28.10
2045,81.84,8056,28.09
2046,81.88,8060,28.09
2047,81.92,8064,28.09
2048,81.96,8066,28.08
2049,82.00,8068,28.08
2050,82.04,8067,28.07
2051,82.08,8067,28.08
2052,82.12,8068,28.08
2053,82.16,8070,28.09
2054,82.20,8072,28.08
2055,82.24,8070,28.08
2056,82.28,8068,28.08
2057,82.32,8067,28.09
2058,82.36,8070,28.08
2059,82.40,8071,28.08
2060,82.44,8077,28.08
2061,82.48,8083,28.07
2062,82.52,8084,28.08
2063,82.56,8087,28.08
2064,82.60,8092,28.08
2065,82.64,8095,28.08
2066,82.68,8096,28.08
